-1130, -326, 64
-1337, -352, 274
-1423, -339, 161
-1440, -204, 146
-1846, -84, 199
-1998, -378, 457
-1998, -246, 725
-1998, 75, 809
-1998, 75, 809
-1998, 190, 1037
-1998, 139, 1263
-1998, 66, 1311
-1921, -71, 1189
-1545, -108, 1204
-1236, -135, 1180
-876, -178, 1003
-587, -206, 854
-518, -317, 954
-577, -329, 935
-506, -209, 816
-431, -154, 726
-230, -142, 660
-70, -57, 389
-12, 5, 142
-12, 5, 142
-20, 24, 84
-80, 66, 47
-80, 66, 47
-25, 144, -37
37, 149, -92
4, 107, -76
4, 107, -76
-64, 51, -47
-178, -21, 0
-285, -44, 46
-355, -53, 34
-355, -53, 34
-396, -128, -10
-432, -305, -57
-810, -533, 30
-1242, -653, 70
-1771, -706, 405
-1981, -760, 220
-1998, -930, 416
-1998, -274, 772
-1998, 96, 941
-1998, -60, 1309
-1998, 55, 1418
-1998, 120, 1480
-1998, 22, 1538
-1998, 22, 1538
-1862, -136, 1565
-1398, -119, 1432
-858, -253, 1186
-858, -253, 1186
-681, -285, 1135
-525, -264, 1184
-357, -235, 1082
-194, -243, 905
-73, -258, 659
-8, -231, 497
4, -223, 459
67, -133, 318
132, 24, 73
132, 24, 73
128, 94, -77
57, 72, -171
18, 100, -16
18, 100, -16
-109, 15, -75
-210, 7, 55
-248, 42, 99
-248, 42, 99
-346, -81, -22
-397, -210, 23
-580, -329, 88
-867, -419, 159
-1207, -529, -69
-1509, -702, -285
-1827, -784, 38
-1998, -810, 113
-1998, -550, 528
-1998, 35, 892
-1998, -217, 441
-1998, -155, 796
-1998, -155, 796
-1998, 42, 1233
-1998, 208, 1367
-1998, 81, 1563
-1796, 70, 1754
-1559, -24, 1451
-1271, -225, 1222
-921, -284, 1082
-657, -279, 889
-527, -303, 966
-443, -292, 1088
-302, -259, 974
-179, -298, 798
8, -323, 441
-9, -335, 308
3, -201, 96
3, -201, 96
3, -13, -20
63, 49, -36
63, 49, -36
-16, 29, -152
-21, -7, -65
-111, -66, -67
-299, -183, -152
-390, -138, 5
-390, -138, 5
-262, -55, 25
-249, -117, 27
-495, -248, 222
-923, -315, 349
-1107, -359, 258
-1331, -387, 55
-1938, -557, 228
-1998, -596, 143
-1998, -225, 776
-1998, 146, 882
-1998, -52, 860
-1998, -52, 860
-1998, 160, 1269
-1998, 254, 1097
-1998, 92, 1104
-1864, -57, 1208
-1472, -74, 1278
-1252, -124, 1147
-1063, -173, 980
-885, -259, 938
-684, -284, 994
-479, -258, 988
-405, -252, 954
-316, -211, 899
-144, -174, 652
29, -221, 686
72, -205, 549
56, 3, 212
56, 3, 212
31, 125, 17
73, 111, -27
73, 111, -27
-30, 37, 91
-241, -29, 132
-506, -138, -46
-473, -75, 26
-473, -75, 26
-420, -118, -168
-454, -343, -287
-728, -454, -172
-945, -380, 61
-864, -195, 263
-916, -231, -105
-1360, -570, -251
-1869, -717, -24
-1998, -601, 12
-1998, -323, 1138
-1998, -80, 679
-1998, -6, 852
-1998, 162, 1149
-1998, 171, 990
-1990, -2, 891
-1867, -49, 1168
-1588, 48, 1441
-1588, 48, 1441
-1472, -1, 1354
-1219, -126, 1332
-1027, -186, 1165
-788, -262, 1139
-562, -290, 1052
-411, -240, 1022
-276, -227, 959
-173, -220, 832
-30, -194, 784
114, -133, 668
176, 12, 331
111, 47, 139
111, 47, 139
31, 49, 69
-72, 31, 31
-241, 8, -29
-241, 8, -29
-377, -8, 141
-503, -56, 42
-504, -124, -74
-543, -126, -185
-631, -179, -291
-759, -268, -190
-879, -337, -159
-1020, -272, 70
-1241, -259, -398
-1618, -501, -196
-1981, -623, 250
-1998, -473, 219
-1979, 24, 1018
-1981, 234, 776
-1981, 234, 776
-1998, 107, 809
-1998, 148, 1245
-1998, 185, 1139
-1960, 193, 1312
-1783, 44, 1439
-1527, -30, 1336
-1304, -64, 1216
-1135, -118, 1168
-903, -185, 985
-730, -223, 1185
-668, -342, 1055
-520, -383, 971
-327, -323, 808
-162, -198, 741
-14, -56, 618
26, -63, 467
-51, -47, 561
-51, -47, 561
-90, -65, 420
-29, -34, 219
-26, 3, 20
-26, 3, 20
-127, 19, -132
-172, 11, -112
-194, -8, -89
-280, -87, -17
-481, -161, 36
-481, -161, 36
-553, -169, 95
-590, -160, 211
-693, -222, 344
-1007, -360, 321
-1336, -591, 50
-1654, -842, 63
-1974, -698, 194
-1998, -625, 416
-1998, -617, 906
-1998, -234, 916
-1998, -186, 711
-1998, -154, 988
-1998, -151, 1448
-1939, -24, 1521
-1706, -29, 1285
-1446, -120, 1202
-1278, -225, 1260
-1114, -202, 1314
-946, -186, 1153
-740, -159, 1059
-600, -204, 1074
-485, -249, 973
-290, -319, 789
-121, -239, 566
-44, -190, 510
66, -180, 597
66, -180, 597
180, 55, 479
147, 79, 107
146, 85, 638
146, 85, 638
101, 45, 127
94, 104, 21
-159, -23, -136
-355, -82, -50
-503, -177, -75
-503, -177, -75
-657, -262, -102
-840, -252, 2
-1001, -180, 303
-1111, -111, 543
-1124, -101, 515
-1203, -226, 324
-1557, -369, 263
-1884, -368, 406
-1998, -555, 478
-1998, -243, 634
-1998, -605, 691
-1998, -328, 787
-1998, -6, 899
-1998, -58, 1239
-1925, -107, 1412
-1617, -114, 1309
-1366, -91, 1127
-1208, -131, 1215
-995, 9, 1082
-780, -231, 1072
-610, -283, 885
-505, -148, 831
-458, -111, 738
-306, -122, 630
-306, -122, 630
-91, -58, 652
-10, -19, 649
15, 12, 591
-4, -4, 401
-4, -4, 401
-10, -7, 244
-64, -32, 117
-142, -72, 51
-268, -94, 102
-268, -94, 102
-378, -113, 133
-489, -125, 190
-578, -207, 92
-680, -261, 115
-845, -231, 291
-918, -217, 488
-1103, -315, 562
-1476, -436, 538
-1847, -554, 439
-1998, -482, 359
-1992, -669, 139
-1933, -613, 317
-1982, -309, 698
-1998, -295, 948
-1847, 38, 1066
-1668, 41, 969
-1518, -102, 1016
-1416, -100, 1259
-1483, -54, 1366
-1404, -22, 1573
-1284, -127, 1879
-1022, -244, 1686
-795, -300, 1346
-602, -322, 1011
-476, -361, 1084
-315, -354, 961
-197, -422, 916
-197, -422, 916
-37, -403, 746
-3, -336, 455
89, -197, 262
124, -12, 410
-6, 32, -219
35, 144, 372
35, 144, 372
-148, 65, 73
-193, 130, 154
-250, -17, -83
-453, -205, -192
-586, -236, -153
-545, -176, 1
-545, -176, 1
-605, -177, 95
-786, -311, 158
-1162, -425, 282
-1409, -484, 295
-1616, -487, 299
-1801, -491, 578
-1986, -574, -9
-1860, -160, 1099
-1998, -245, 570
-1998, -366, 867
-1998, -149, 1356
-1998, 6, 1556
-1931, -60, 1417
-1552, -238, 1301
-1235, -225, 1047
-944, -195, 1018
-782, -252, 989
-661, -237, 1067
-546, -190, 1013
-415, -192, 944
-350, -206, 841
-242, -206, 696
-242, -206, 696
-168, -183, 493
-175, -177, 545
-104, -124, 502
-26, -13, 277
-62, -9, 126
-137, -55, 152
-248, -92, 189
-359, -103, 73
-359, -103, 73
-367, -50, 7
-337, -110, -128
-342, -156, 8
-512, -216, 314
-796, -316, 477
-994, -428, 574
-1161, -554, 493
-1394, -671, 382
-1674, -793, 260
-1822, -871, 293
-1885, -1014, 51
-1723, -479, 675
-1998, -618, 740
-1901, -434, 1078
-1732, -284, 1056
-1764, -301, 1058
-1729, -405, 1069
-1438, -363, 1017
-1292, -218, 1099
-1315, -253, 1242
-1118, -304, 1367
-861, -278, 1197
-638, -297, 1024
-488, -319, 872
-361, -268, 819
-252, -222, 763
-136, -250, 696
-93, -185, 309
-93, -185, 309
-170, -143, 190
-274, -66, 111
-210, 22, 554
-365, -91, -234
-474, -102, 112
-396, 47, 291
-543, 27, 122
-543, 27, 122
-646, -178, -30
-737, -239, 54
-774, -195, 225
-905, -195, 413
-1079, -176, 430
-984, -151, 171
-822, -318, -67
-933, -482, -291
-1073, -467, 54
-1056, -361, 207
-1206, -167, 499
-1528, -360, 618
-1652, -423, 562
-1929, -331, 429
-1998, -224, 622
-1998, -137, 1007
-1998, -218, 1168
-1994, -319, 881
-1823, -240, 522
-1462, -148, 702
-1250, -173, 716
-1108, -233, 767
-919, -225, 812
-919, -225, 812
-760, -153, 854
-691, -129, 850
-569, -155, 756
-378, -136, 623
-258, -72, 556
-267, -55, 527
-303, -4, 516
-240, 45, 418
-182, 64, 243
-182, 64, 243
-179, 39, 103
-267, 13, 58
-282, 7, 70
-282, 7, 70
-270, -12, 49
-302, -80, -10
-400, -208, -15
-511, -316, 67
-643, -378, 21
-827, -364, -10
-827, -364, -10
-1039, -349, 58
-1244, -397, 47
-1429, -443, -118
-1736, -374, 0
-1992, -376, -138
-1993, 116, 667
-1998, 159, 730
-1998, -69, 944
-1998, 42, 948
-1998, 13, 721
-1943, -54, 928
-1855, -117, 1120
-1671, -253, 1223
-1402, -246, 933
-1137, -264, 974
-932, -389, 840
-771, -389, 835
-654, -342, 769
-631, -323, 905
-631, -323, 905
-536, -341, 856
-400, -261, 792
-220, -172, 634
-89, -144, 439
-30, -85, 290
-81, -35, 301
-127, 30, 259
-93, 46, 65
-93, 46, 65
-103, 71, 18
-186, 26, 3
-186, 26, 3
-295, -18, -1
-436, -48, 4
-519, -26, 10
-479, 19, 65
-479, 19, 65
-511, 1, 113
-608, -59, 144
-837, -157, 144
-1044, -257, 34
-1413, -424, -209
-1729, -499, 88
-1984, -554, -250
-1998, -131, 454
-1998, -377, 306
-1998, -178, 312
-1998, 65, 780
-1998, 65, 780
-1998, 132, 1185
-1998, 49, 1028
-1885, -47, 812
-1616, -93, 807
-1393, -170, 902
-1106, -75, 848
-1027, -280, 894
-787, -282, 867
-608, -159, 996
-490, -247, 1009
-322, -195, 991
-245, -146, 790
-70, -112, 690
66, -74, 535
66, -74, 535
60, -32, 365
-8, -31, 257
-73, 4, 182
-73, 4, 182
-147, 0, -69
-165, 72, 67
-309, 35, -10
-309, 35, -10
-423, -38, -20
-567, -178, -149
-716, -216, -23
-860, -196, 269
-880, -214, 249
-1136, -378, 80
-1519, -432, 34
-1512, -295, 80
-1347, -238, 105
-1647, -350, 173
-1903, -454, -432
-1722, -30, 143
-1998, -182, 76
-1998, -182, 76
-1998, -185, 638
-1998, 70, 594
-1998, -1, 387
-1998, -56, 542
-1866, -20, 728
-1722, -54, 856
-1569, -126, 884
-1415, -188, 827
-1272, -253, 852
-1066, -305, 908
-876, -369, 795
-662, -388, 664
-483, -372, 665
-415, -344, 617
-403, -255, 466
-390, -398, 653
-390, -398, 653
-332, -293, 485
-284, -216, 345
-332, -181, 590
-353, -49, 328
-265, 14, 122
-251, 54, -64
-296, 65, -124
-324, -14, -22
-324, -14, -22
-549, -43, 142
-570, -81, -5
-489, -20, -124
-549, -51, -143
-611, -121, -90
-615, -169, 22
-696, -272, 61
-1133, -369, 76
-1133, -369, 76
-1417, -365, -7
-1594, -293, 22
-1968, -261, -223
-1964, 59, 711
-1998, 48, 165
-1998, -238, 396
-1998, 43, 399
-1998, 215, 649
-1998, 30, 737
-1931, -70, 686
-1813, -214, 650
-1670, -223, 682
-1498, -177, 858
-1298, -216, 849
-1127, -317, 969
-944, -278, 1015
-820, -287, 926
-820, -287, 926
-700, -336, 923
-555, -368, 923
-428, -349, 863
-280, -215, 515
-170, -68, 452
1, -2, 344
39, -7, 244
39, -7, 244
-19, -12, 255
-158, -29, 237
-153, 9, 46
-153, 9, 46
-123, -1, -124
-141, -19, -102
-228, -22, 13
-331, -86, 134
-471, -161, 157
-460, -195, 94
-460, -195, 94
-480, -234, 38
-840, -242, -57
-1221, -283, -58
-1500, -389, 80
-1831, -526, -84
-1998, -571, 68
-1998, -342, -35
-1998, -360, 578
-1998, -107, 869
-1998, 107, 802
-1998, -21, 752
-1998, -165, 657
-1789, -148, 853
-1485, -177, 947
-1201, -76, 891
-1094, -184, 856
-927, -275, 929
-728, -293, 823
-590, -329, 790
-590, -329, 790
-480, -342, 725
-380, -269, 837
-267, -265, 769
-100, -164, 678
2, -87, 489
-53, -39, 206
-10, -1, 8
-10, -1, 8
-52, -38, 12
-196, -71, 153
-309, -102, 106
-365, -122, -75
-365, -122, -75
-484, -118, -119
-635, -136, 18
-698, -193, 67
-806, -288, 44
-1126, -323, 66
-1315, -244, 58
-1374, -170, 27
-1533, -223, 102
-1574, -222, 202
-1534, -243, -138
-1427, -98, 230
-1799, -54, 226
-1998, -340, 939
-1967, -157, 972
-1985, -61, 644
-1998, -237, 810
-1969, -345, 795
-1814, -282, 891
-1814, -282, 891
-1550, -321, 999
-1256, -362, 977
-1030, -391, 773
-898, -374, 608
-760, -409, 684
-603, -315, 644
-472, -217, 644
-427, -181, 726
-383, -251, 570
-222, -153, 562
-218, -143, 49
-76, -65, 189
-123, -29, 218
-196, -43, 146
-196, -43, 146
-210, -55, 35
-185, -56, -71
-257, -113, -139
-352, -117, -77
-441, -117, 111
-551, -130, 183
-575, -159, 103
-707, -270, -34
-974, -347, -198
-1243, -319, -317
-1418, -379, -407
-1624, -506, -399
-1856, -263, 77
-1998, -306, 610
-1998, -41, 880
-1998, 200, 1041
-1998, 175, 1036
-1998, 175, 1036
-1998, -99, 794
-1998, -262, 971
-1801, -278, 882
-1443, -321, 878
-1269, -392, 803
-964, -379, 747
-787, -490, 702
-712, -535, 714
-626, -439, 689
-562, -367, 793
-402, -330, 798
-164, -224, 759
-13, -101, 470
13, -17, 208
13, -17, 208
-27, 21, 54
-65, -59, 433
-49, -36, -324
95, 170, 56
95, 170, 56
-44, 159, -153
-245, 74, -140
-302, -35, -206
-324, -117, -215
-492, -150, -130
-746, -103, 188
-885, -70, 401
-1071, -132, 394
-1199, -186, 315
-1396, -240, 187
-1396, -240, 187
-1549, -330, -43
-1574, -398, 0
-1565, -135, 58
-1896, -385, 217
-1998, -617, 625
-1957, -327, 655
-1918, -41, 572
-1974, -22, 631
-1998, -299, 1008
-1998, -315, 1238
-1998, -305, 1215
-1715, -374, 1065
-1367, -402, 832
-1169, -510, 844
-917, -432, 755
-715, -314, 649
-627, -394, 717
-538, -388, 809
-467, -297, 639
-235, -183, 500
-61, -103, 521
1, -21, 395
1, -21, 395
-37, 45, 233
-91, 69, 52
-62, 64, -156
-62, 64, -156
-67, 53, -200
-136, 35, -86
-257, 7, -14
-395, 16, -2
-395, 16, -2
-500, 46, 43
-557, -23, 101
-586, -160, 136
-823, -232, 207
-1150, -266, 90
-1264, -283, -95
-1411, -308, -133
-1625, -413, -84
-1793, -444, -301
-1731, -61, 336
-1935, 196, 576
-1935, 196, 576
-1998, -87, 1032
-1939, 39, 949
-1945, 224, 721
-1998, 7, 897
-1998, -227, 1173
-1998, -368, 1176
-1747, -449, 1062
-1467, -495, 860
-1210, -623, 870
-887, -562, 778
-688, -503, 707
-547, -547, 831
-516, -554, 811
-407, -454, 594
-203, -349, 359
-91, -222, 340
-32, -12, 260
-32, -12, 260
-118, 123, 161
-110, 185, 9
-59, 196, -141
-62, 145, -134
-94, 107, -179
-94, 107, -179
-164, 73, -257
-295, 45, -234
-397, 54, -105
-427, 43, 91
-450, -58, 177
-608, -151, 110
-783, -231, 130
-783, -231, 130
-1046, -316, 164
-1248, -423, 365
-1507, -591, -107
-1735, -476, 296
-1887, -109, 482
-1998, -199, 839
-1998, -86, 1347
-1998, -74, 1656
-1998, 49, 1131
-1998, -68, 963
-1942, -306, 900
-1669, -324, 1030
-1443, -343, 1105
-1279, -555, 1044
-959, -488, 878
-751, -450, 947
-551, -500, 986
-390, -475, 972
-293, -428, 984
-354, -344, 758
-203, -293, 637
44, -187, 437
142, 25, 161
142, 25, 161
49, 159, -89
-17, 159, -165
-12, 139, -217
-50, 110, -308
-114, 126, -321
-114, 126, -321
-189, 123, -330
-263, 54, -307
-234, 11, -217
-104, -12, -50
-210, -61, 194
-451, -151, 306
-737, -225, 371
-947, -330, 402
-1343, -479, 838
-1916, -656, 262
-1998, -431, 517
-1998, -80, 656
-1998, -80, 656
-1998, -392, 942
-1998, -127, 1215
-1998, 61, 1236
-1998, -11, 1191
-1997, -208, 1013
-1709, -324, 823
-1324, -328, 767
-1176, -389, 966
-1019, -298, 1065
-896, -425, 1177
-654, -480, 1026
-416, -361, 932
-237, -338, 738
-141, -278, 645
-120, -221, 706
-17, -130, 653
121, -6, 404
149, 30, 80
149, 30, 80
64, 70, -144
-22, 114, -233
-91, 112, -255
-177, 109, -160
-291, 76, -54
-291, 76, -54
-393, 53, -38
-452, 41, 0
-493, -55, 46
-557, -190, 98
-557, -190, 98
-764, -270, 183
-1069, -303, 281
-1170, -336, 250
-1347, -405, 150
-1631, -481, 360
-1986, -616, 173
-1929, -344, 421
-1972, -59, 419
-1998, -422, 705
-1998, -252, 975
-1998, -55, 1130
-1998, -7, 1097
-1945, -175, 1097
-1781, -350, 1078
-1512, -373, 1100
-1225, -250, 859
-1133, -406, 851
-1005, -468, 921
-785, -444, 881
-612, -475, 829
-459, -406, 664
-306, -316, 629
-205, -302, 588
-85, -226, 501
-48, -129, 378
-48, -129, 378
-68, -70, 249
-100, -1, 57
-95, 47, -96
-161, 34, -103
-257, -5, -36
-257, -5, -36
-325, -14, -16
-390, -48, -101
-443, -92, -173
-425, -106, -133
-435, -168, -32
-567, -235, 58
-725, -235, 124
-730, -271, 160
-964, -392, 165
-964, -392, 165
-1295, -465, 306
-1522, -672, -101
-1581, -497, 324
-1968, -224, 582
-1998, -549, 1289
-1998, -234, 1352
-1998, -185, 1292
-1998, -375, 923
-1822, -371, 974
-1822, -371, 974
-1435, -401, 986
-1295, -466, 861
-1092, -449, 782
-899, -493, 781
-712, -518, 757
-500, -470, 738
-349, -341, 731
-341, -282, 880
-281, -257, 837
-74, -198, 700
97, -107, 484
154, -31, 193
44, 3, 62
44, 3, 62
-36, 13, 65
-36, 13, 65
-59, -7, 2
-172, -31, -76
-313, -32, -128
-405, -72, -230
-421, -107, -274
-445, -93, -173
-445, -93, -173
-465, -78, 13
-533, -124, 95
-689, -222, 78
-919, -313, 128
-1052, -373, 289
-1337, -418, 195
-1684, -494, -138
-1778, -477, 132
-1815, -33, 774
-1998, -277, 433
-1998, -361, 728
-1998, -146, 962
-1998, -25, 920
-1998, -193, 853
-1986, -299, 778
-1839, -290, 944
-1704, -311, 1040
-1540, -373, 1085
-1295, -482, 1078
-1033, -392, 918
-910, -474, 909
-757, -521, 907
-517, -395, 933
-304, -371, 837
-304, -371, 837
-201, -337, 739
-162, -287, 648
-63, -240, 490
45, -95, 244
36, 15, 24
-60, 12, 14
-60, 12, 14
-139, 11, -4
-201, 51, -87
-302, 57, -163
-302, 57, -163
-327, 44, -214
-332, -11, -238
-370, -63, -184
-425, -29, -118
-391, 75, -119
-341, 6, -116
-379, -268, -34
-805, -433, 140
-1289, -501, 248
-1570, -529, 485
-1570, -529, 485
-1979, -626, 251
-1917, -254, 1066
-1998, -413, 764
-1998, -413, 764
-1998, -119, 747
-1998, -3, 913
-1998, -155, 1191
-1998, -294, 1364
-1936, -264, 1188
-1585, -297, 955
-1263, -397, 864
-1030, -494, 911
-888, -432, 885
-680, -522, 1038
-457, -465, 930
-223, -417, 829
-185, -456, 708
-203, -418, 675
-107, -346, 648
-16, -227, 480
65, -20, 200
61, 75, -47
61, 75, -47
-82, 45, -124
-248, 14, -55
-333, 0, -22
-333, 0, -22
-388, -25, 21
-488, -63, 19
-595, -81, 1
-617, -56, 6
-617, -56, 6
-557, -49, 71
-505, -150, 97
-586, -303, 50
-661, -414, -33
-889, -538, 12
-1224, -662, 198
-1224, -662, 198
-1623, -834, -46
-1852, -702, 282
-1946, -175, 801
-1998, -359, 827
-1998, -273, 835
-1998, -111, 743
-1998, -145, 1122
-1998, -265, 1060
-1966, -459, 1204
-1787, -377, 1108
-1312, -431, 1035
-1126, -570, 1097
-936, -609, 960
-687, -540, 869
-687, -540, 869
-543, -534, 763
-441, -507, 657
-361, -506, 667
-356, -518, 507
-376, -440, 453
-324, -293, 379
-166, -102, 330
-79, -34, 223
-132, -74, 199
-144, -35, 85
-144, -35, 85
-190, 17, -58
-255, 50, -66
